vehicle_type,fuel_capacity_liters,current_fuel_liters,avg_mileage_kmpl,daily_travel_km,days_since_last_refill,historical_avg_refill_gap_days,highway_ratio,fuel_exhaustion_days
suv,52.3,6.4,11.9,23.5,9,5,0.16,2.96
sedan,47.8,7.0,16.3,36.6,16,19,0.04,3.11
truck,114.8,95.8,7.1,95.8,17,7,0.97,7.67
hatchback,35.4,3.3,23.9,9.5,29,4,0.44,9.15
truck,116.9,29.5,8.7,60.5,28,17,0.07,4.18
truck,104.3,20.5,9.0,29.8,8,15,0.06,6.08
suv,52.4,52.0,14.3,111.0,19,13,0.94,8.6
hatchback,37.3,19.6,16.7,57.3,21,13,0.78,6.32
truck,93.4,60.7,5.1,23.6,20,6,0.68,15.31
sedan,49.1,12.3,14.7,80.3,10,7,0.19,2.24
sedan,49.6,8.5,20.6,64.2,15,18,0.69,2.81
motorcycle,14.2,4.9,37.9,23.8,29,15,0.59,8.8
hatchback,31.3,14.1,15.7,118.5,22,4,0.69,2.06
hatchback,44.6,13.5,18.2,79.7,28,18,0.81,3.53
motorcycle,15.4,5.0,31.8,23.7,26,8,0.69,7.98
truck,69.0,32.9,8.5,72.3,26,6,0.5,3.94
hatchback,35.0,3.4,14.9,54.9,12,14,0.52,1.08
sedan,52.3,16.3,13.9,18.4,7,17,0.69,13.22
sedan,42.8,18.4,16.7,47.3,16,14,0.31,7.33
suv,58.6,27.5,9.5,29.2,11,3,0.9,11.21
hatchback,33.2,8.3,16.8,19.7,25,6,0.45,7.94
truck,105.6,18.6,10.8,27.4,25,11,0.46,8.19
motorcycle,16.8,8.9,32.8,38.4,2,3,0.96,9.22
motorcycle,10.4,9.5,46.7,104.9,11,8,0.7,5.08
truck,77.5,26.7,7.2,7.3,15,16,0.7,29.69
suv,52.9,3.8,13.8,14.3,12,15,0.68,4.17
motorcycle,14.2,13.7,48.0,97.9,23,15,0.34,7.56
hatchback,31.2,3.2,22.5,29.5,7,17,0.54,2.73
suv,75.0,10.3,9.0,69.0,25,3,0.41,1.52
hatchback,44.0,37.0,24.0,7.6,25,20,0.82,125.02
sedan,40.7,10.5,19.9,11.5,18,11,0.66,21.27
suv,58.2,49.4,11.4,36.3,20,17,0.15,16.69
motorcycle,14.6,7.7,31.1,27.5,7,12,0.83,10.5
suv,73.2,31.2,14.0,115.6,16,8,0.94,4.4
suv,68.1,8.1,12.6,62.6,7,19,0.63,1.72
suv,65.2,34.9,14.5,89.6,2,7,0.11,5.71
suv,71.6,36.3,15.2,110.8,24,8,0.73,6.13
hatchback,34.5,14.8,16.2,112.2,10,18,0.63,2.52
sedan,49.7,19.1,19.2,82.7,26,19,0.49,4.55
truck,109.5,67.0,8.1,113.6,4,18,0.89,5.47
suv,53.5,53.0,9.7,6.4,24,7,0.3,87.3
motorcycle,13.1,12.1,55.2,102.5,15,17,0.34,6.76
suv,56.3,18.3,9.4,108.7,5,18,0.45,1.82
motorcycle,19.7,9.2,55.8,70.1,8,5,0.69,7.98
hatchback,37.7,24.9,22.9,55.6,17,9,0.58,11.47
motorcycle,18.9,16.0,56.5,111.0,17,15,0.13,8.12
truck,93.4,83.6,11.8,10.3,22,7,0.16,99.59
sedan,39.0,13.1,17.9,13.3,20,13,0.81,22.5
motorcycle,17.5,13.4,51.5,82.0,28,11,0.64,9.54
motorcycle,17.8,9.4,40.7,36.9,15,4,0.84,11.86
sedan,43.3,33.4,13.7,42.1,7,13,0.99,13.51
truck,91.4,27.4,6.9,111.9,2,9,0.58,1.89
suv,66.7,49.6,12.0,36.3,10,19,0.62,18.92
motorcycle,17.4,3.3,56.5,72.0,0,11,0.46,3.07
sedan,51.9,46.7,14.6,86.8,4,7,0.03,8.61
hatchback,41.9,14.9,14.1,60.1,8,15,0.37,3.86
sedan,39.7,18.3,12.7,114.7,26,8,0.92,2.43
hatchback,38.3,35.7,14.1,91.0,28,4,0.14,5.68
truck,65.8,28.5,11.5,67.4,7,6,0.96,5.35
suv,76.2,43.4,12.1,88.6,7,16,0.16,5.77
sedan,48.5,7.3,20.1,118.8,17,11,0.44,1.43
motorcycle,18.9,10.3,47.0,82.0,24,20,0.89,6.87
truck,71.8,44.5,5.6,50.0,27,9,0.62,5.37
sedan,37.1,27.0,17.0,86.5,0,18,0.92,5.82
motorcycle,12.3,9.5,48.9,91.2,12,15,0.93,5.61
sedan,47.8,14.4,14.9,51.0,13,15,0.02,4.41
hatchback,38.7,21.7,16.2,54.3,2,11,0.0,6.22
sedan,35.8,5.3,21.9,41.2,11,7,0.11,2.75
sedan,49.4,42.4,14.6,7.4,24,9,0.06,83.99
sedan,39.6,20.9,14.5,113.2,28,13,0.57,2.84
truck,81.3,31.6,7.9,88.7,20,5,0.86,3.27
sedan,46.2,5.3,14.0,52.5,3,8,0.53,1.59
motorcycle,16.6,4.2,57.2,101.4,29,16,0.41,2.66
hatchback,32.0,22.1,22.4,31.3,21,18,0.03,15.19
hatchback,43.7,6.1,20.5,33.8,27,10,0.51,4.12
sedan,43.2,28.9,20.8,52.1,15,12,0.01,10.94
truck,97.6,31.6,11.8,27.3,17,6,0.36,14.7
truck,92.6,60.9,7.7,79.4,19,8,0.05,6.25
motorcycle,14.6,8.5,56.6,17.0,21,5,0.21,27.12
sedan,43.0,7.3,17.0,97.2,19,15,0.49,1.34
hatchback,42.7,30.4,18.9,34.6,19,5,0.58,17.86
truck,108.2,5.7,11.9,20.0,24,17,0.81,3.77
sedan,48.4,35.7,16.3,83.2,16,11,0.68,8.65
truck,102.7,19.1,5.6,113.1,3,5,0.85,1.05
truck,111.8,86.6,6.2,99.5,4,15,0.98,6.43
hatchback,31.7,11.8,24.0,107.2,23,18,0.64,2.9
suv,77.0,13.5,11.1,21.2,29,14,0.73,8.04
motorcycle,19.5,2.2,48.1,11.6,2,8,0.53,10.25
motorcycle,16.7,14.1,34.5,9.4,6,6,0.31,54.71
hatchback,39.0,2.2,16.7,8.8,25,7,0.98,4.72
truck,98.2,16.7,11.3,64.4,28,19,0.92,3.61
sedan,49.2,10.7,14.1,84.2,7,12,0.32,2.0
truck,110.3,33.5,9.6,20.8,29,14,0.61,17.81
hatchback,39.4,11.0,16.9,86.1,24,20,0.69,2.47
motorcycle,11.0,10.2,47.1,46.8,15,15,0.09,10.24
truck,100.4,84.8,7.8,65.0,22,10,0.47,11.22
motorcycle,16.2,7.9,56.8,62.3,2,12,0.41,7.6
sedan,51.5,12.5,17.2,97.7,11,20,0.38,2.2
motorcycle,17.9,15.8,55.5,94.4,23,17,0.81,10.44
motorcycle,14.6,13.8,56.6,16.8,0,7,0.71,53.22
suv,50.9,44.4,9.1,19.6,24,14,0.65,22.55
suv,55.5,36.0,10.6,103.9,3,6,0.95,4.64
suv,55.1,53.2,8.1,60.3,16,18,0.45,7.12
motorcycle,14.1,10.6,50.6,100.8,21,4,0.73,6.68
hatchback,38.0,35.4,23.5,46.6,27,11,0.74,20.36
motorcycle,15.3,6.9,55.5,31.4,21,15,0.44,13.9
hatchback,38.8,37.9,19.3,109.1,19,12,0.19,7.68
hatchback,42.2,41.7,17.9,10.5,3,9,0.96,78.65
suv,62.8,13.2,13.0,83.7,25,18,0.79,2.37
truck,79.9,59.4,7.2,100.1,21,18,0.29,4.43
sedan,47.6,6.5,18.5,37.6,29,15,0.26,3.81
suv,66.8,32.3,14.3,20.4,26,6,0.62,26.48
suv,70.7,29.2,15.0,52.8,28,12,0.37,9.13
truck,79.3,20.8,8.7,99.7,7,18,0.11,1.83
sedan,49.1,25.0,20.7,19.5,13,18,0.57,27.49
motorcycle,17.2,16.2,32.7,7.2,18,5,0.99,73.8
motorcycle,16.2,10.9,36.0,32.6,22,8,0.98,14.15
suv,51.7,45.0,10.4,5.2,28,12,0.29,93.83
sedan,38.0,9.9,21.4,64.8,9,8,0.39,3.33
suv,61.3,20.1,13.4,38.3,23,18,0.07,6.91
hatchback,32.9,14.0,23.4,48.4,4,16,0.44,7.34
suv,76.2,62.0,15.8,111.6,28,14,0.38,9.75
suv,65.2,37.1,10.5,38.9,9,4,0.1,10.06
motorcycle,15.5,6.2,33.8,72.8,5,17,0.31,3.18
motorcycle,15.3,5.6,33.3,55.9,20,7,0.1,3.6
motorcycle,17.3,8.4,50.5,46.4,4,7,0.04,8.63
hatchback,35.9,28.6,22.0,87.4,25,6,0.41,7.63
motorcycle,19.8,12.5,53.8,14.8,26,14,0.02,47.0
sedan,51.3,1.7,18.6,47.0,15,11,0.7,0.74
truck,64.2,38.2,8.6,90.4,18,19,0.4,3.86
sedan,35.5,12.6,21.8,105.5,6,8,0.59,2.88
sedan,35.4,3.6,17.1,116.5,17,6,0.07,0.57
motorcycle,11.9,9.4,55.2,76.0,7,4,0.21,7.1
truck,90.8,22.6,5.9,72.4,21,8,0.99,2.17
truck,105.5,83.9,9.3,118.4,25,15,0.86,7.45
truck,70.3,5.1,5.7,26.2,23,10,0.54,1.22
hatchback,40.7,9.4,20.7,86.0,20,6,0.9,2.53
motorcycle,15.7,6.9,38.5,24.5,16,20,0.61,12.05
truck,94.5,16.3,5.9,8.1,25,3,0.75,15.11
hatchback,42.5,3.0,22.5,68.1,11,8,0.35,1.04
suv,76.8,36.7,12.2,120.0,23,18,0.23,4.1
suv,72.9,33.2,14.3,76.1,21,3,0.48,5.86
hatchback,40.3,24.9,19.4,58.9,1,12,0.28,8.12
hatchback,35.1,12.0,19.9,12.7,16,14,0.7,21.44
motorcycle,12.9,6.6,58.7,93.2,23,6,0.18,4.34
motorcycle,13.6,4.5,54.2,47.2,21,12,0.85,5.84
suv,75.4,27.5,14.7,102.8,4,20,0.51,4.13
truck,118.8,42.3,8.2,20.4,19,10,0.57,16.92
suv,72.8,11.8,12.6,34.2,25,17,0.42,4.54
truck,101.9,1.2,11.1,8.5,21,13,0.05,1.65
truck,76.0,38.3,7.9,27.1,3,17,0.07,10.38
motorcycle,15.9,4.9,59.5,40.6,0,18,0.28,7.69
sedan,52.9,34.0,19.3,110.6,23,17,0.64,6.85
sedan,41.6,40.1,21.0,36.1,22,16,1.0,27.82
hatchback,33.8,15.3,19.2,38.9,5,3,0.02,7.68
motorcycle,16.8,9.3,53.5,22.9,28,15,0.25,23.36
truck,115.7,107.9,10.0,93.1,6,10,0.51,12.35
sedan,51.2,7.8,16.7,112.9,26,3,0.98,1.34
truck,119.7,67.0,6.2,41.4,11,17,0.61,11.38
sedan,48.8,38.6,13.2,46.4,23,19,0.19,11.72
sedan,48.0,34.5,18.9,41.7,15,20,0.26,15.61
sedan,44.8,35.8,18.6,17.4,9,18,0.7,42.68
motorcycle,15.3,6.6,48.7,116.4,14,5,0.56,3.1
suv,59.7,9.0,15.1,59.1,11,3,0.59,2.76
truck,100.5,81.0,9.6,50.8,5,18,0.8,16.53
motorcycle,11.0,10.1,32.7,79.5,20,17,0.41,4.14
motorcycle,16.8,2.1,47.8,93.8,28,11,0.17,1.13
motorcycle,18.8,9.6,46.3,110.7,4,7,0.45,4.54
motorcycle,12.7,5.6,41.6,38.0,1,16,0.86,7.25
motorcycle,11.7,4.7,31.8,36.0,18,5,0.89,4.77
hatchback,33.3,16.0,18.7,105.5,8,11,0.51,3.27
truck,60.6,25.0,11.4,90.1,26,13,0.53,3.58
motorcycle,13.5,7.5,49.7,53.1,25,12,0.88,9.21
truck,64.8,32.1,6.1,47.5,22,3,0.57,4.54
hatchback,43.5,17.8,23.8,92.3,28,17,0.64,5.24
hatchback,39.5,33.1,22.0,44.7,25,9,0.43,17.73
truck,88.0,21.9,11.3,67.4,12,16,0.81,4.41
sedan,45.1,40.1,15.6,48.5,4,6,0.27,13.64
suv,66.1,30.2,11.5,15.5,27,14,0.65,24.04
sedan,43.8,21.5,21.0,50.4,9,15,0.49,9.84
sedan,54.5,1.4,21.0,112.1,13,12,0.01,0.27
sedan,35.5,3.2,14.2,63.9,22,4,0.03,0.68
motorcycle,11.7,6.3,47.8,22.1,18,7,0.9,15.87
hatchback,40.3,17.4,20.5,40.6,6,4,0.52,10.15
sedan,35.5,28.3,12.1,38.7,21,19,0.38,8.99
hatchback,35.2,22.5,21.8,79.5,11,7,0.91,6.44
truck,111.8,75.7,6.5,78.3,11,4,0.66,7.45
suv,75.4,40.1,13.5,106.6,24,6,0.31,5.34
truck,105.2,23.9,7.7,104.6,11,19,0.21,1.71
truck,70.6,52.7,6.8,57.2,7,11,0.98,7.15
motorcycle,13.9,2.0,32.7,72.9,27,5,0.42,0.94
suv,65.5,33.6,9.2,16.9,2,17,0.71,20.79
truck,104.9,21.5,10.4,100.7,21,12,0.21,2.48
truck,85.1,63.0,5.8,97.7,24,13,0.8,4.19
suv,73.8,10.3,11.2,24.6,20,9,0.49,5.16
suv,71.1,24.8,8.9,37.0,13,14,0.35,6.21
truck,108.7,35.4,6.1,55.1,14,10,0.02,3.91
suv,53.4,18.9,15.7,63.6,25,18,0.02,4.65
truck,90.0,44.0,6.1,92.9,11,10,0.34,3.12
truck,105.2,30.4,6.5,65.0,1,18,0.2,2.98
motorcycle,14.0,12.0,40.4,80.3,11,17,0.36,5.88
sedan,36.7,36.4,13.3,13.3,21,8,0.3,40.31
truck,99.0,33.2,7.7,35.1,18,14,0.66,7.73
hatchback,34.4,27.7,21.8,45.5,12,4,0.56,15.56
sedan,35.2,3.8,13.3,26.3,9,20,0.99,2.24
sedan,45.5,23.1,13.4,110.8,13,16,0.99,3.38
sedan,43.4,26.8,13.0,57.2,26,10,0.78,7.24
motorcycle,18.3,4.5,43.6,84.6,17,5,0.72,2.76
truck,73.5,8.1,11.4,69.4,10,17,0.33,1.33
motorcycle,15.9,7.6,31.0,41.8,15,14,0.69,6.23
truck,103.5,72.6,7.2,16.5,3,4,0.17,32.0
motorcycle,16.0,8.5,31.6,113.4,20,14,0.37,2.64
motorcycle,19.1,15.1,52.7,74.8,26,16,0.64,12.52
hatchback,44.8,33.1,21.8,105.3,9,10,0.83,8.82
motorcycle,11.4,11.1,48.1,89.5,11,18,0.86,7.15
suv,65.1,47.2,8.0,73.1,24,13,0.39,5.85
hatchback,33.4,6.6,20.7,75.1,29,10,0.06,1.75
motorcycle,17.6,17.0,33.4,41.2,22,10,0.27,15.57
sedan,39.3,32.6,21.9,69.0,0,18,0.4,11.46
suv,73.2,64.2,8.2,69.6,17,12,0.85,8.56
suv,57.9,30.6,11.6,6.3,24,19,0.59,64.52
suv,52.0,6.9,12.8,36.6,29,3,0.55,2.9
hatchback,34.9,25.4,20.4,43.3,10,11,0.65,14.06
motorcycle,10.1,7.3,41.3,113.4,17,19,0.46,3.2
motorcycle,16.4,11.5,46.8,76.9,11,15,0.98,8.39
sedan,49.5,22.1,18.3,44.2,16,11,0.5,10.51
sedan,46.6,14.1,15.7,14.6,0,3,0.25,14.92
suv,76.1,37.4,10.4,64.5,24,4,0.56,7.0
sedan,37.3,37.2,16.3,45.0,25,11,0.02,11.9
hatchback,38.7,27.5,20.3,118.2,29,10,0.43,5.25
motorcycle,14.2,6.5,49.9,61.3,20,6,0.99,6.27
suv,53.3,44.9,16.0,38.7,20,20,0.94,22.56
sedan,49.2,15.2,17.8,113.6,23,18,0.5,2.4
hatchback,37.6,2.1,15.3,107.0,26,7,0.11,0.31
hatchback,39.9,33.5,21.2,65.2,14,3,0.2,11.11
sedan,41.6,31.7,15.3,20.9,12,7,0.8,24.13
motorcycle,10.4,4.6,31.0,16.7,9,10,0.51,9.23
sedan,36.7,34.4,15.8,71.3,27,5,0.12,8.08
suv,55.7,20.2,15.4,97.0,5,7,0.49,3.68
sedan,51.1,13.0,12.4,76.7,23,14,0.99,2.39
hatchback,44.1,38.2,22.9,58.8,16,9,0.9,17.96
sedan,43.3,26.4,19.1,114.3,16,6,0.75,5.04
motorcycle,15.2,4.8,53.3,68.5,25,20,0.79,4.45
truck,92.0,55.2,5.2,24.6,5,5,0.42,12.54
sedan,45.2,3.8,20.3,95.2,9,14,0.63,0.93
motorcycle,13.1,8.9,36.3,41.6,27,7,0.56,9.12
motorcycle,11.1,10.4,40.0,30.2,2,12,0.85,15.68
hatchback,34.3,10.0,22.6,8.7,10,19,0.27,26.32
motorcycle,12.0,3.6,53.9,69.8,15,5,0.43,2.88
motorcycle,16.8,12.1,51.6,88.8,4,11,0.95,8.28
motorcycle,18.1,16.5,30.5,112.4,27,8,0.09,4.72
motorcycle,19.5,9.2,48.0,59.8,2,19,0.08,8.18
suv,65.0,45.0,14.3,72.0,4,12,0.94,10.54
suv,50.7,17.4,12.3,109.7,7,15,0.63,2.13
hatchback,38.0,15.5,16.9,99.6,10,13,0.4,2.8
sedan,49.7,24.2,13.2,111.7,15,5,0.73,3.42
motorcycle,13.7,1.2,33.0,62.1,20,14,0.33,0.72
sedan,49.1,24.7,21.1,61.3,13,7,0.2,9.31
sedan,41.2,2.7,18.3,33.6,27,17,0.81,1.65
hatchback,44.8,12.5,16.5,93.8,26,5,0.33,2.49
motorcycle,11.8,9.3,53.6,70.2,4,16,0.22,7.83
motorcycle,12.2,1.9,54.3,117.3,15,19,0.02,0.91
truck,64.8,27.7,11.6,88.0,24,18,0.85,4.42
sedan,51.4,21.4,14.2,63.9,13,20,0.57,5.69
sedan,43.9,29.7,18.3,7.1,2,18,0.09,74.75
suv,51.9,10.1,14.1,61.8,21,19,0.4,2.34
truck,76.1,27.1,10.0,68.8,9,13,0.81,4.91
suv,71.8,15.8,15.1,75.9,17,5,0.18,3.05
suv,78.3,59.4,9.7,43.8,7,17,0.7,14.75
suv,71.5,28.2,9.7,77.8,20,8,0.31,4.01
hatchback,36.9,25.2,19.4,102.0,23,5,0.06,4.94
hatchback,42.8,5.7,17.5,105.8,0,11,0.84,1.15
suv,54.9,47.0,13.5,64.8,18,8,0.71,11.48
truck,74.7,46.3,8.1,77.8,9,17,0.08,5.03
sedan,50.6,25.5,17.6,80.2,26,20,0.06,5.52
truck,112.7,91.8,9.7,44.0,20,7,0.72,23.3
motorcycle,10.9,7.3,38.6,92.9,21,19,0.13,2.74
hatchback,32.7,27.7,14.1,40.9,16,19,0.53,10.88
sedan,39.0,20.3,13.6,82.2,16,19,0.11,3.3
sedan,47.0,13.2,17.3,64.5,4,9,0.62,3.97
motorcycle,13.8,13.6,30.9,119.8,20,18,0.43,3.89
motorcycle,11.9,8.6,38.7,39.2,12,7,0.7,9.88
suv,54.9,9.0,11.7,49.4,13,18,0.38,2.22
hatchback,44.6,32.2,17.2,41.7,3,10,0.63,14.94
hatchback,32.2,6.9,22.6,34.5,24,19,0.99,5.47
truck,86.9,39.4,8.2,34.7,29,15,0.91,10.69
suv,65.4,24.2,11.7,84.3,29,3,0.21,3.4
suv,53.4,16.3,12.9,97.5,2,17,0.01,2.13
suv,55.6,6.4,10.9,62.7,23,17,0.35,1.22
suv,63.9,32.2,11.4,114.9,20,10,0.52,3.34
hatchback,41.0,23.3,23.3,48.5,5,17,0.09,10.53
hatchback,32.4,18.1,19.3,13.7,16,19,0.22,27.67
suv,57.3,37.2,10.2,30.0,19,12,0.49,13.28
truck,87.9,86.1,6.2,46.1,1,15,0.23,11.27
sedan,39.5,1.8,18.0,82.1,8,9,0.07,0.42
sedan,38.2,2.6,15.9,52.9,25,12,0.83,0.88
truck,65.9,46.7,7.4,40.6,29,4,0.25,8.34
suv,65.2,51.5,15.1,101.5,16,14,0.53,8.83
hatchback,35.7,12.8,20.2,107.5,7,3,0.82,2.68
sedan,36.2,2.8,15.8,43.8,17,17,0.74,1.15
motorcycle,10.5,3.1,38.2,68.0,8,13,0.13,1.76
motorcycle,13.6,11.0,45.3,19.7,15,20,0.4,25.65
truck,75.8,29.1,8.5,44.5,23,13,0.4,6.36
suv,74.4,37.2,9.6,89.8,16,15,0.25,4.32
sedan,53.1,6.4,21.8,103.9,29,8,0.17,1.38
suv,58.4,28.0,15.3,49.5,2,16,0.43,9.76
sedan,39.7,39.5,21.6,102.0,1,17,0.29,8.75
truck,108.0,99.3,9.2,97.4,2,19,0.67,10.87
truck,65.6,33.8,6.1,52.9,2,19,0.99,4.75
motorcycle,15.1,14.5,44.4,85.4,23,17,0.94,8.08
suv,55.9,36.2,14.5,69.4,9,6,0.26,8.24
motorcycle,17.8,8.6,50.9,49.6,25,6,0.58,9.37
suv,78.4,6.3,12.1,42.8,22,15,0.02,1.87
motorcycle,15.5,7.5,38.6,39.3,2,3,0.84,8.36
hatchback,44.5,20.1,17.9,102.4,20,5,0.9,3.94
hatchback,36.0,8.2,16.0,63.2,23,13,0.91,2.46
hatchback,37.5,36.3,23.4,104.5,23,16,0.19,8.26
hatchback,33.4,16.6,19.0,29.7,3,9,0.17,11.32
sedan,49.4,38.3,16.6,87.1,4,10,0.14,7.29
hatchback,31.9,5.3,21.5,59.0,29,7,0.75,2.16
truck,96.3,66.4,5.1,40.9,29,10,0.43,9.52
truck,109.9,72.8,7.4,82.1,12,11,0.93,6.67
sedan,41.9,5.4,16.9,93.4,3,8,0.27,1.05
hatchback,43.9,7.3,23.7,114.0,1,13,0.21,1.47
hatchback,39.5,30.3,23.9,25.7,17,19,0.34,29.64
hatchback,41.9,20.0,19.4,119.4,20,6,0.37,3.27
motorcycle,13.9,10.0,58.1,67.4,19,11,0.09,8.78
suv,50.6,13.5,12.1,6.7,12,11,0.51,24.88
motorcycle,15.7,14.6,49.4,52.7,3,3,0.78,15.55
suv,70.3,39.8,14.3,90.0,9,15,0.99,7.47
hatchback,38.0,5.2,22.3,34.0,26,12,0.88,3.65
hatchback,39.7,28.9,22.6,59.7,14,20,0.57,12.2
motorcycle,14.0,5.7,30.4,33.7,27,3,0.6,5.88
motorcycle,13.6,2.5,59.9,95.5,13,12,0.71,1.75
suv,53.5,22.4,14.8,47.3,18,20,0.04,7.08
truck,104.2,87.5,11.6,105.0,1,10,0.34,10.79
suv,54.6,22.5,10.9,69.4,5,9,0.01,3.3
motorcycle,19.1,4.2,38.6,64.4,18,8,0.21,2.58
motorcycle,16.0,2.3,31.7,47.8,0,4,0.57,1.72
sedan,54.3,12.6,19.1,47.5,19,9,0.18,5.58
motorcycle,13.0,9.6,32.5,98.4,27,20,0.73,3.68
sedan,48.6,40.6,12.4,7.7,14,16,0.15,65.53
truck,93.5,85.9,7.7,102.2,21,18,0.58,7.19
suv,53.8,40.8,11.8,22.2,13,14,0.21,22.57
suv,50.9,22.7,10.2,105.0,7,3,0.61,2.36
sedan,43.9,43.9,20.4,107.7,11,3,0.1,8.51
suv,56.8,1.2,10.4,17.5,29,15,0.08,0.74
motorcycle,12.0,1.9,55.1,14.1,19,17,0.43,8.45
hatchback,32.0,29.3,18.7,70.5,29,17,0.35,8.21
sedan,41.4,30.2,20.0,96.0,18,15,0.79,7.8
suv,73.1,62.8,8.0,46.7,20,15,0.6,11.72
sedan,41.7,24.1,20.3,112.2,8,7,0.84,4.86
sedan,44.4,17.9,15.9,75.8,18,6,0.58,4.04
hatchback,44.3,27.3,16.2,60.1,14,16,0.08,8.2
motorcycle,15.8,15.0,44.6,109.2,16,19,0.15,6.14
sedan,40.0,27.8,19.4,25.7,15,16,0.75,26.23
suv,78.0,25.4,15.5,47.4,3,18,0.76,9.94
truck,89.4,3.8,9.4,52.9,23,8,0.43,0.79
sedan,54.3,33.2,19.5,112.7,27,10,0.01,5.93
sedan,39.0,11.3,17.0,117.2,1,15,0.94,1.79
hatchback,44.4,10.0,17.1,93.5,12,10,0.52,2.11
motorcycle,14.7,2.6,41.0,7.9,18,6,0.89,14.72
truck,113.1,79.4,8.3,63.9,3,4,0.34,11.27
suv,77.4,42.0,13.8,19.0,17,10,0.7,33.98
truck,87.2,22.0,11.1,90.4,2,17,0.82,3.1
suv,53.9,28.7,13.1,71.5,14,3,0.91,6.02
motorcycle,10.2,4.2,51.6,93.2,21,16,0.02,2.26
suv,53.2,34.9,10.5,45.0,11,11,0.98,9.82
hatchback,44.5,19.1,16.7,39.8,3,19,0.53,8.75
hatchback,36.1,8.4,18.8,44.2,22,11,0.68,4.56
hatchback,39.5,18.8,19.6,37.8,14,16,0.25,10.85
hatchback,43.7,41.9,14.1,118.9,15,9,0.64,5.83
truck,60.9,52.6,6.0,101.3,23,8,0.65,3.28
motorcycle,11.1,5.4,33.7,60.9,24,16,0.57,3.28
suv,66.6,3.1,11.8,111.3,11,15,0.62,0.38
suv,65.6,56.4,11.1,107.2,14,8,0.49,6.62
hatchback,37.3,20.6,16.6,47.1,2,19,0.13,7.95
hatchback,42.4,18.0,19.2,8.9,16,17,0.34,41.07
sedan,45.0,21.1,17.2,21.1,8,15,0.24,17.66
motorcycle,16.3,12.1,50.4,59.1,11,19,0.38,11.93
truck,98.4,49.2,10.9,105.6,24,11,0.19,5.27
suv,70.4,7.0,11.7,90.5,20,20,0.52,0.98
sedan,38.4,12.4,15.2,23.4,8,10,0.79,9.43
sedan,41.6,5.8,17.7,109.2,22,8,0.5,1.03
suv,55.0,39.1,10.3,37.5,4,15,0.87,12.32
truck,100.3,61.3,7.9,48.7,20,7,0.59,12.37
sedan,48.0,22.2,21.7,14.6,28,20,0.42,35.85
sedan,41.7,30.6,17.1,19.9,9,7,0.1,24.43
motorcycle,18.4,17.2,39.7,111.5,11,12,0.92,6.83
truck,113.7,21.8,6.5,36.2,12,9,0.51,4.47
sedan,49.3,45.7,12.9,114.8,4,11,0.05,5.48
truck,96.7,75.6,10.0,62.1,27,19,0.83,13.83
suv,60.8,26.7,11.3,48.1,16,15,0.99,7.21
hatchback,44.3,29.9,14.6,80.6,10,15,0.58,6.19
sedan,42.1,34.7,19.8,67.6,27,8,0.85,12.41
motorcycle,19.1,5.3,57.2,40.6,11,20,0.28,7.52
suv,78.6,5.2,13.7,66.2,1,10,0.22,1.07
truck,93.2,24.3,11.7,8.3,25,9,0.06,35.72
suv,74.4,23.1,12.4,38.4,27,15,0.09,7.26
sedan,50.7,13.4,16.2,45.3,29,8,0.74,5.64
truck,118.1,54.3,10.8,117.1,15,16,0.93,5.41
hatchback,38.7,27.0,15.1,99.4,27,5,0.62,5.3
suv,69.6,53.8,9.3,90.3,29,9,0.78,5.91
sedan,44.0,15.9,15.4,97.9,20,3,0.55,2.63
motorcycle,11.8,2.4,47.7,77.8,1,6,0.81,1.77
truck,102.5,26.8,11.0,107.7,2,18,0.13,2.9
suv,79.3,69.0,15.1,106.9,8,20,0.47,10.13
suv,62.7,39.6,10.3,116.5,24,19,0.97,3.83
hatchback,32.3,9.4,19.9,75.2,14,11,0.79,2.78
hatchback,34.3,32.2,22.3,85.2,25,17,0.64,9.86
motorcycle,15.4,5.0,44.4,90.8,20,11,0.29,2.75
motorcycle,18.5,7.6,38.9,107.3,15,16,0.47,2.89
sedan,53.2,20.0,14.9,62.6,10,6,0.34,5.35
sedan,52.1,50.7,14.7,87.4,26,16,0.48,9.72
motorcycle,19.9,14.8,58.6,101.0,24,12,0.81,9.16
motorcycle,13.7,1.3,45.7,63.1,13,7,0.97,1.1
truck,114.7,19.4,7.6,53.8,0,9,0.05,3.05
hatchback,42.6,29.4,16.1,58.1,25,19,0.33,8.23
sedan,45.0,43.2,19.3,91.0,6,13,0.08,8.91
hatchback,42.5,34.8,19.3,21.2,18,19,0.24,33.58
hatchback,32.1,20.0,15.7,65.8,12,10,0.6,5.17
motorcycle,10.7,6.2,31.9,93.2,20,11,0.88,2.58
truck,98.4,7.5,6.8,97.9,16,15,0.44,0.57
suv,68.6,37.8,13.9,86.2,7,17,0.68,7.68
truck,112.4,49.2,7.9,92.9,2,14,0.71,5.05
truck,83.9,26.1,10.6,43.6,8,20,0.56,7.14
hatchback,37.2,4.8,20.1,89.9,19,11,0.91,1.3
truck,111.9,33.9,6.1,55.1,19,9,0.07,3.79
sedan,42.6,30.5,12.2,70.5,17,10,0.96,6.24
hatchback,30.7,21.9,22.5,54.9,21,18,0.25,9.31
sedan,41.9,19.8,13.9,30.9,23,16,0.45,10.16
